title,company,location,category,salary_min,salary_max,contract_type,description,search_term,city,salary_avg,has_salary,post_date,post_month,work_type,skills_found
Lead Data Scientist,DWP Digital,"Newcastle Upon Tyne, Tyne & Wear",IT Jobs,90000.0,90000.0,permanent,"Lead Data Scientist Pay of up £92,522, plus 28.97% employer pension contributions, hybrid working, flexible hours, and great work life balance. We want to hire a new Lead Data Scientist. If you're skilled at harnessing data and applying advanced analytics to improve outcomes and excited by the prospect of using data and technology at scale in innovative ways to solve complex problems we'd love to hear from you. DWP Digital provides inspiring career opportunities for people who are passionate ab…",data scientist,Newcastle Upon Tyne,90000.0,1,2026-06-05,2026-06,Hybrid,
Lead Data Scientist,DWP Digital,"Leeds, West Yorkshire",IT Jobs,90000.0,90000.0,permanent,"Lead Data Scientist Pay of up £92,522, plus 28.97% employer pension contributions, hybrid working, flexible hours, and great work life balance. We want to hire a new Lead Data Scientist. If you're skilled at harnessing data and applying advanced analytics to improve outcomes and excited by the prospect of using data and technology at scale in innovative ways to solve complex problems we'd love to hear from you. DWP Digital provides inspiring career opportunities for people who are passionate ab…",data scientist,Leeds,90000.0,1,2026-06-05,2026-06,Hybrid,
Data Scientist,True North Group,"Birmingham, West Midlands",IT Jobs,50000.0,100000.0,permanent,"Our dedicated Data Science team is at the forefront of revolutionizing pharma intelligence and how patients gain access to life-saving therapies. Armed with cutting-edge technology and a passion for innovation, we leverage the vast landscape of data to extract actionable insights that drive informed decision making Our unique collaborative approach fosters a dynamic synergy between data science, product development, pharmaceutical industry experts, and engineering. Our deep expertise in artific…",data scientist,Birmingham,75000.0,1,2026-06-05,2026-06,On-site,
Lead Data Scientist,Ocho,"Belfast, Northern Ireland",IT Jobs,75000.0,75000.0,Unknown,"Job description Lead Data Scientist Location: Hybrid (Belfast) Eligibility: UK work authorisation required (no sponsorship available) We're hiring a Lead Data Scientist to drive high-impact data and AI work while leading and mentoring a growing data science team. This role blends technical leadership, people management, and close collaboration with customers to deliver meaningful, data-led solutions. Why join? * Senior role with real influence over projects, people, and direction * Mix of leade…",data scientist,Belfast,75000.0,1,2026-05-31,2026-05,Hybrid,
Data Scientist - Ai,Ocho,"Belfast, Northern Ireland",IT Jobs,75000.0,75000.0,Unknown,"Job description. Data Scientist - AI Location: Belfast (Hybrid) Eligibility: UK work authorisation required (no sponsorship available) I'm working with a fast-growing technology company building a platform that automates complex, data heavy workflows. Following significant growth, they're now looking for a Data Scientist to help embed intelligent capabilities directly into their core product. This is a hands on, product focused role where you'll design, build, and deploy AI solutions that deliv…",data scientist,Belfast,75000.0,1,2026-05-22,2026-05,Hybrid,
"Principal, Ai Data Science",Jazz Pharmaceuticals,"The City, Central London",Healthcare & Nursing Jobs,71519.19,71519.19,Unknown,"If you are a current Jazz employee please apply via the Internal Career site. Jazz Pharmaceuticals is a global biopharma company whose purpose is to innovate to transform the lives of patients and their families. We are dedicated to developing life-changing medicines for people with serious diseases — often with limited or no therapeutic options. We have a diverse portfolio of marketed medicines, including leading therapies for sleep disorders and epilepsy, and a growing portfolio of cancer tre…",data scientist,The City,71519.19,1,2026-03-19,2026-03,On-site,
Data Scientist,Harnham - Data & Analytics Recruitment,"London, UK",IT Jobs,104000.0,135200.0,contract,"Data Scientist London1 Day a Week In OfficeOutside IR35£400-£520 Per Day Immediate Start The Company They are a data-driven organisation with a strong focus on using analytics to inform commercial and customer-focused decisions. Data and decision sciences play a central role across multiple functions, with close collaboration between analytics, finance and customer engagement teams. The business values robust, well-documented solutions that are actively used by stakeholders. This contract suppo…",data scientist,London,119600.0,1,2026-06-06,2026-06,On-site,
Data Scientist,True North Group,"Bristol, South West England",IT Jobs,50000.0,100000.0,permanent,"Our dedicated Data Science team is at the forefront of revolutionizing pharma intelligence and how patients gain access to life-saving therapies. Armed with cutting-edge technology and a passion for innovation, we leverage the vast landscape of data to extract actionable insights that drive informed decision making Our unique collaborative approach fosters a dynamic synergy between data science, product development, pharmaceutical industry experts, and engineering. Our deep expertise in artific…",data scientist,Bristol,75000.0,1,2026-06-05,2026-06,On-site,
Data Scientist,True North Group,"London, UK",IT Jobs,50000.0,100000.0,permanent,"Our dedicated Data Science team is at the forefront of revolutionizing pharma intelligence and how patients gain access to life-saving therapies. Armed with cutting-edge technology and a passion for innovation, we leverage the vast landscape of data to extract actionable insights that drive informed decision making Our unique collaborative approach fosters a dynamic synergy between data science, product development, pharmaceutical industry experts, and engineering. Our deep expertise in artific…",data scientist,London,75000.0,1,2026-06-05,2026-06,On-site,
Data Scientist,True North Group,"Manchester, Greater Manchester",IT Jobs,50000.0,100000.0,permanent,"Our dedicated Data Science team is at the forefront of revolutionizing pharma intelligence and how patients gain access to life-saving therapies. Armed with cutting-edge technology and a passion for innovation, we leverage the vast landscape of data to extract actionable insights that drive informed decision making Our unique collaborative approach fosters a dynamic synergy between data science, product development, pharmaceutical industry experts, and engineering. Our deep expertise in artific…",data scientist,Manchester,75000.0,1,2026-06-05,2026-06,On-site,
Data Scientist,Michael Page Technology,"London, UK",IT Jobs,63391.98,63391.98,contract,"We're looking for a Data Scientist to design, build, and deploy production-ready statistical and machine learning models that power advanced analytics. You'll work across a multidisciplinary team to deliver scalable, interpretable solutions using Python and robust modelling techniques . Client Details Our client is a globally recognised provider of independent market intelligence, delivering data-driven insights and forecasts across countries, industries, and risk domains. They partner with lea…",data scientist,London,63391.98,1,2026-06-10,2026-06,On-site,"python, machine learning, scala"
